排行,權證標的代號,權證標的名稱,發行檔數
1,2303,聯電,129
2,IX0001,臺股指數,118
3,2330,台積電,111
4,00738U,元大道瓊白銀,97
5,2313,華通,92
6,2454,聯發科,82
7,2409,友達,73
8,2308,台達電,71
9,8422,可寧衛*,71
10,3661,世芯-KY,68
11,6239,力成,65
12,3037,欣興,63
13,3715,定穎投控,58
14,0050,元大台灣50,57
15,2327,國巨*,55
16,2367,燿華,53
17,3008,大立光,51
18,1303,南亞,50
19,3189,景碩,47
20,2329,華泰,46
21,6669,緯穎,44
22,6415,矽力*-KY,43
23,8150,南茂,43
24,1513,中興電,42
25,1605,華新,41
26,1802,台玻,39
27,2317,鴻海,39
28,6282,康舒,39
29,2312,金寶,38
30,2441,超豐,37
31,6285,啟碁,37
32,5269,祥碩,36
33,00635U,元大S&P黃金,34
34,1503,士電,34
35,00708L,元大S&P黃金正2,33
36,1795,美時,33
37,3711,日月光投控,33
38,8131,福懋科,33
39,2404,漢唐,31
40,6139,亞翔,31
41,00631L,元大台灣50正2,29
42,2371,大同,29
43,3167,大量,29
44,6257,矽格,29
45,3450,聯鈞,28
46,4958,臻鼎-KY,28
47,00632R,元大台灣50反1,27
48,1560,中砂,26
49,2059,川湖,26
50,8046,南電,26
51,2337,旺宏,25
52,2379,瑞昱,25
53,6209,今國光,25
54,8028,昇陽半導體,25
55,8112,至上,25
56,1504,東元,22
57,2049,上銀,22
58,3305,昇貿,21
59,3532,台勝科,21
60,6706,惠特,21
61,6753,龍德造船,21
62,1717,長興,20
63,2363,矽統,20
64,2455,全新,20
65,2486,一詮,20
66,2492,華新科,20
67,6271,同欣電,20
68,6691,洋基工程,20
69,1514,亞力,19
70,2233,宇隆,19
71,2360,致茂,19
72,2481,強茂,18
73,3019,亞光,18
74,2328,廣宇,17
75,2449,京元電子,17
76,2457,飛宏,17
77,2467,志聖,17
78,3044,健鼎,17
79,3376,新日興,17
80,1101,台泥,16
81,2301,光寶科,16
82,3016,嘉晶,16
83,3017,奇鋐,16
84,6213,聯茂,16
85,8210,勤誠,16
86,00637L,元大滬深300正2,15
87,2002,中鋼,15
88,3231,緯創,15
89,1301,台塑,14
90,1326,台化,14
91,2356,英業達,14
92,2493,揚博,14
93,3090,日電貿,14
94,6116,彩晶,14
95,8039,台虹,14
96,2331,精英,13
97,3035,智原,13
98,3533,嘉澤,13
99,4977,眾達-KY,13
100,00633L,富邦上証正2,12
101,2027,大成鋼,12
102,6196,帆宣,12
103,6472,保瑞,12
104,6805,富世達,12
105,2357,華碩,11
106,2374,佳能,11
107,3036,文曄,11
108,3563,牧德,11
109,3665,貿聯-KY,11
110,6197,佳必琪,11
111,6409,旭隼,11
112,6531,愛普*,11
113,6869,雲豹能源,11
114,6944,兆聯實業,11
115,IX0027,電子類,11
116,00763U,街口道瓊銅,10
117,2383,台光電,10
118,2419,仲琦,10
119,2485,兆赫,10
120,2634,漢翔,10
121,4916,事欣科,10
122,2345,智邦,9
123,2402,毅嘉,9
124,2472,立隆電,9
125,2645,長榮航太,9
126,3443,創意,9
127,1319,東陽,8
128,1536,和大,8
129,1609,大亞,8
130,1711,永光,8
131,2009,第一銅,8
132,2324,仁寶,8
133,2355,敬鵬,8
134,2605,新興,8
135,3048,益登,8
136,4585,達明,8
137,4919,新唐,8
138,6781,AES-KY,8
139,2368,金像電,7
140,2369,菱生,7
141,2489,瑞軒,7
142,2618,長榮航,7
143,3592,瑞鼎,7
144,4722,國精化,7
145,9105,泰金寶-DR,7
146,00693U,街口S&P黃豆,6
147,2352,佳世達,6
148,2353,宏碁,6
149,2359,所羅門,6
150,2375,凱美,6
151,2377,微星,6
152,2609,陽明,6
153,3030,德律,6
154,5222,全訊,6
155,5234,達興材料,6
156,6215,和椿,6
157,9921,巨大,6
158,00650L,復華香港正2,5
159,00655L,國泰中國A50正2,5
160,1312,國喬,5
161,1590,亞德客-KY,5
162,2351,順德,5
163,2464,盟立,5
164,2495,普安,5
165,2630,亞航,5
166,3042,晶技,5
167,3545,敦泰,5
168,4770,上品,5
169,4938,和碩,5
170,5388,中磊,5
171,5469,瀚宇博,5
172,6120,達運,5
173,6605,帝寶,5
174,6873,泓德能源,5
175,8114,振樺電,5
176,00640L,富邦日本正2,4
177,00663L,國泰臺灣加權正2,4
178,00674R,元大S&P黃金反1,4
179,1612,宏泰,4
180,2105,正新,4
181,2201,裕隆,4
182,2211,長榮鋼,4
183,2323,中環,4
184,2376,技嘉,4
185,2603,長榮,4
186,2610,華航,4
187,3034,聯詠,4
188,3645,達邁,4
189,6770,力積電,4
190,6862,三集瑞-KY,4
191,8070,長華*,4
192,00647L,元大S&P500正2,3
193,00670L,富邦NASDAQ正2,3
194,00753L,中信中國50正2,3
195,00830,國泰費城半導體,3
196,1304,台聚,3
197,1442,名軒,3
198,1608,華榮,3
199,2316,楠梓電,3
200,2347,聯強,3
201,2365,昆盈,3
202,2392,正崴,3
203,2401,凌陽,3
204,2612,中航,3
205,2867,三商壽,3
206,2887,台新新光金,3
207,3028,增你強,3
208,3059,華晶科,3
209,3406,玉晶光,3
210,3583,辛耘,3
211,3706,神達,3
212,4739,康普,3
213,5243,乙盛-KY,3
214,6214,精誠,3
215,6414,樺漢,3
216,6438,迅得,3
217,6451,訊芯-KY,3
218,7780,大研生醫*,3
219,9958,世紀鋼,3
220,00664R,國泰臺灣加權反1,2
221,00715L,街口布蘭特油正2,2
222,00852L,國泰美國道瓊正2,2
223,00885,富邦越南,2
224,1215,卜蜂,2
225,1308,亞聚,2
226,1522,堤維西,2
227,2338,光罩,2
228,2436,偉詮電,2
229,2439,美律,2
230,2885,元大金,2
231,2890,永豐金,2
232,3026,禾伸堂,2
233,3055,蔚華科,2
234,3380,明泰,2
235,3413,京鼎,2
236,3416,融程電,2
237,3605,宏致,2
238,3702,大聯大,2
239,4526,東台,2
240,4571,鈞興-KY,2
241,4576,大銀微系統,2
242,4763,材料*-KY,2
243,6191,精成科,2
244,6449,鈺邦,2
245,6830,汎銓,2
246,6957,裕慶-KY,2
247,8081,致新,2
248,IX0039,金融類,2
249,0052,富邦科技,1
250,00641R,富邦日本反1,1
251,00668,國泰美國道瓊,1
252,00669R,國泰美國道瓊反1,1
253,00676R,富邦臺灣加權反1,1
254,1708,東鹼,1
255,2228,劍麟,1
256,2388,威盛,1
257,2421,建準,1
258,2498,宏達電,1
259,2606,裕民,1
260,2637,慧洋-KY,1
261,2731,雄獅,1
262,2881,富邦金,1
263,2883,凱基金,1
264,2884,玉山金,1
265,3010,華立,1
266,3014,聯陽,1
267,3029,零壹,1
268,3062,建漢,1
269,3622,洋華,1
270,3694,海華,1
271,3708,上緯投控,1
272,4961,天鈺,1
273,4968,立積,1
274,5434,崇越,1
275,5515,建國,1
276,5871,中租-KY,1
277,6505,台塑化,1
278,6719,力智,1
279,6789,采鈺,1
280,8016,矽創,1
281,8163,達方,1
282,8374,羅昇,1
283,9938,百和,1
,,合計,"4,187"